Type,Alpha,Mean Loyalty,Kappa Loyalty,Complexity
VC,0.22,0.970954356846473,0.9320114456131866,0.27259606711167234
OS,0.23,0.9543568464730291,0.8897850579969234,0.24878224788020925
RDP,0.23,0.91701244813278,0.8176176782200696,0.1609236875338264
BU,0.23,0.9004149377593361,0.7827034337666241,0.1838354681580372
VC,0.23,0.970954356846473,0.9320114456131866,0.27061158217571707
OS,0.24,0.9543568464730291,0.8897850579969234,0.25455529496662455
RDP,0.24,0.9128630705394191,0.8091844813935075,0.15713512538336638
BU,0.24,0.9004149377593361,0.7827034337666241,0.18094894461482952
VC,0.24,0.970954356846473,0.9320114456131866,0.26772505863250945
OS,0.25,0.950207468879668,0.8802385290707305,0.2581634493956341
RDP,0.25,0.9004149377593361,0.7842435094001791,0.15064044741114918
BU,0.25,0.9004149377593361,0.7827034337666241,0.1755367129713152
VC,0.25,0.979253112033195,0.9514367468665619,0.2644777196464008
OS,0.26,0.9543568464730291,0.8897850579969234,0.26231282698899505
RDP,0.26,0.8962655601659751,0.7760472809723823,0.14360454627458052
BU,0.26,0.9004149377593361,0.7827034337666241,0.1712069276565037
VC,0.26,0.979253112033195,0.9514367468665619,0.26249323471044556
OS,0.27,0.9543568464730291,0.8897850579969234,0.2657405736965542
RDP,0.27,0.9004149377593361,0.7842435094001791,0.13963557640267
BU,0.27,0.9128630705394191,0.8078076937682755,0.16868121955619703
VC,0.27,0.979253112033195,0.9514367468665619,0.25942630344578743
OS,0.28,0.9543568464730291,0.8906488470898816,0.26970954356846466
RDP,0.28,0.8962655601659751,0.7760472809723823,0.13566660653075946
BU,0.28,0.9004149377593361,0.7827034337666241,0.16543388057008837
VC,0.28,0.979253112033195,0.9514367468665619,0.2570810030669312
OS,0.29,0.9585062240663901,0.9009778946503411,0.2740393288832762
RDP,0.29,0.9004149377593361,0.7842435094001791,0.13097600577304705
BU,0.29,0.9004149377593361,0.7827034337666241,0.16110409525527694
VC,0.29,0.979253112033195,0.9514367468665619,0.25293162547357023
OS,0.3,0.966804979253112,0.9207823157202728,0.27710626014793427
RDP,0.3,0.9004149377593361,0.7842435094001791,0.12863070539419083
BU,0.3,0.9087136929460581,0.8008114809527388,0.16002164892657403
VC,0.3,0.979253112033195,0.9514367468665619,0.25022550965181306
OS,0.31,0.9626556016597511,0.9112266197356035,0.28197726862709727
RDP,0.31,0.8962655601659751,0.7760472809723823,0.12484214324373082
BU,0.31,0.9045643153526971,0.79249803466477,0.1571351253833664
VC,0.31,0.979253112033195,0.9514367468665619,0.2473389861086054
OS,0.32,0.9585062240663901,0.9009778946503411,0.28648746166335914
RDP,0.32,0.8879668049792531,0.7581310634501728,0.12069276565036982
BU,0.32,0.9004149377593361,0.7827034337666241,0.15533104816886162
VC,0.32,0.979253112033195,0.9514367468665619,0.2451740934511997
OS,0.33,0.9626556016597511,0.9112266197356035,0.2922605087497745
RDP,0.33,0.8755186721991701,0.734073856112991,0.11726501894281072
BU,0.33,0.9004149377593361,0.7827034337666241,0.15244452462565397
VC,0.33,0.983402489626556,0.9610000809126952,0.24246797762944253
OS,0.34,0.9626556016597511,0.9112266197356035,0.29767274039328884
RDP,0.34,0.8672199170124482,0.7183139747242311,0.11347645679235069
BU,0.34,0.8879668049792531,0.7581310634501728,0.14919718563954534
VC,0.34,0.983402489626556,0.9610000809126952,0.23958145408623488
OS,0.35000000000000003,0.966804979253112,0.921395955642531,0.30128089482229836
RDP,0.35000000000000003,0.8630705394190872,0.710515779128599,0.10968789464189066
BU,0.35000000000000003,0.8838174273858921,0.7500555596710867,0.14522821576763487
VC,0.35000000000000003,0.983402489626556,0.9610000809126952,0.23723615370737866
OS,0.36,0.9626556016597511,0.9112266197356035,0.304167418365506
RDP,0.36,0.8547717842323651,0.6929712808939685,0.106801371098683
BU,0.36,0.8838174273858921,0.7500555596710867,0.14270250766732812
VC,0.36,0.979253112033195,0.9514367468665619,0.2350712610499729
OS,0.37,0.9626556016597511,0.9112266197356035,0.30777557279451556
RDP,0.37,0.8547717842323651,0.6929712808939685,0.10499729388417824
BU,0.37,0.8838174273858921,0.7500555596710867,0.14017679956702142
VC,0.37,0.979253112033195,0.9514367468665619,0.23290636839256718
OS,0.38,0.9626556016597511,0.9112266197356035,0.31264658127367856
RDP,0.38,0.8547717842323651,0.690833119524979,0.10229117806242105
BU,0.38,0.8838174273858921,0.7500555596710867,0.13837272235251666
VC,0.38,0.979253112033195,0.9514367468665619,0.2312826988995129
OS,0.39,0.966804979253112,0.9207823157202728,0.3216669673462024
RDP,0.39,0.8547717842323651,0.690833119524979,0.1003066931264658
BU,0.39,0.8838174273858921,0.7500555596710867,0.13729027602381377
VC,0.39,0.975103734439834,0.9419463626144211,0.2294786216850081
OS,0.4,0.966804979253112,0.9207823157202728,0.3276204221540682
RDP,0.4,0.8547717842323651,0.690833119524979,0.09832220819051053
BU,0.4,0.8838174273858921,0.7500555596710867,0.13584701425220994
VC,0.4,0.966804979253112,0.9225951501525614,0.22731372902760238
OS,0.41000000000000003,0.9626556016597511,0.9112266197356035,0.3337542846833845
RDP,0.41000000000000003,0.8630705394190872,0.7064555420219245,0.09489446148295144
BU,0.41000000000000003,0.8838174273858921,0.7500555596710867,0.13440375248060613
VC,0.41000000000000003,0.966804979253112,0.9225951501525614,0.22587046725599857
OS,0.42,0.9626556016597511,0.9112266197356035,0.34331589392025974
RDP,0.42,0.8672199170124482,0.7143492110526706,0.0920079379397438
BU,0.42,0.8838174273858921,0.7500555596710867,0.1336821215948042
VC,0.42,0.9626556016597511,0.9132504099508059,0.22316435143424138
OS,0.43,0.9626556016597511,0.9112266197356035,0.35269709543568467
RDP,0.43,0.8589211618257261,0.6943449716502537,0.08858019123218472
BU,0.43,0.8838174273858921,0.7500555596710867,0.1322388598232004
VC,0.43,0.9585062240663901,0.9039764124631444,0.2211798664982861
OS,0.44,0.975103734439834,0.9410469667318982,0.3600938120151542
RDP,0.44,0.8506224066390041,0.6717118207961252,0.08623489085332851
BU,0.44,0.8838174273858921,0.7500555596710867,0.13187804438029943
VC,0.44,0.9585062240663901,0.9039764124631444,0.21919538156233087
OS,0.45,0.975103734439834,0.9410469667318982,0.3678513440375248
RDP,0.45,0.8506224066390041,0.6717118207961252,0.08497203680317515
BU,0.45,0.8838174273858921,0.7500555596710867,0.13187804438029943
VC,0.45,0.9626556016597511,0.9139046560552535,0.21739130434782605
OS,0.46,0.983402489626556,0.9606979778212655,0.37560887605989535
RDP,0.46,0.8547717842323651,0.6796794896137925,0.08154429009561606
BU,0.46,0.8838174273858921,0.7500555596710867,0.13151722893739848
VC,0.46,0.9585062240663901,0.9046978804175894,0.21540681941187084
OS,0.47000000000000003,0.983402489626556,0.9606979778212655,0.38643333934692403
RDP,0.47000000000000003,0.8589211618257261,0.683115476835022,0.07685368933790364
BU,0.47000000000000003,0.8838174273858921,0.7500555596710867,0.13115641349449753
VC,0.47000000000000003,0.9585062240663901,0.9046978804175894,0.21342233447591558
OS,0.48,0.9875518672199171,0.9706372091134305,0.39274760959769073
RDP,0.48,0.8547717842323651,0.670159934305713,0.07378675807324551
BU,0.48,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.48,0.9585062240663901,0.9046978804175894,0.21233988814721272
OS,0.49,0.995850622406639,0.9902124030378102,0.4023092188345661
RDP,0.49,0.8589211618257261,0.6759727934198039,0.0705394190871369
BU,0.49,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.49,0.9585062240663901,0.9046978804175894,0.21071621865415838
OS,0.5,0.991701244813278,0.9805000404563476,0.4111491971856395
RDP,0.5,0.8547717842323651,0.6600572280659331,0.06602922605087495
BU,0.5,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.5,0.9585062240663901,0.9046978804175894,0.2089121414396536
OS,0.51,0.991701244813278,0.9805000404563476,0.4217932527512177
RDP,0.51,0.8547717842323651,0.6547701878606802,0.06458596427927114
BU,0.51,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.51,0.9585062240663901,0.9046978804175894,0.20782969511095076
OS,0.52,0.991701244813278,0.9805000404563476,0.4318960851524445
RDP,0.52,0.8506224066390041,0.6407155872121915,0.06097780985026158
BU,0.52,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.52,0.9585062240663901,0.9046978804175894,0.2065668410607974
OS,0.53,0.995850622406639,0.9902124030378102,0.4394732094533646
RDP,0.53,0.8630705394190872,0.6640476492206311,0.057550063142702494
BU,0.53,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.53,0.9585062240663901,0.9046978804175894,0.2047627638462926
OS,0.54,0.991701244813278,0.9803489889106327,0.44795237236153707
RDP,0.54,0.8713692946058091,0.6712141882673943,0.054843947320945316
BU,0.54,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.54,0.9585062240663901,0.9046978804175894,0.20223705574598594
OS,0.55,0.991701244813278,0.9803489889106327,0.4578747970413134
RDP,0.55,0.8672199170124482,0.6562973527052323,0.05267905466353958
BU,0.55,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.55,0.9543568464730291,0.8955600204861521,0.20061338625293162
OS,0.56,0.991701244813278,0.9803489889106327,0.4670755908352877
RDP,0.56,0.8672199170124482,0.6533620999640417,0.05123579289193576
BU,0.56,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.56,0.9585062240663901,0.9054085878012403,0.19971134764567924
OS,0.5700000000000001,0.9875518672199171,0.9706372091134305,0.47357026880750497
RDP,0.5700000000000001,0.8589211618257261,0.6252972379732944,0.04907090023453002
BU,0.5700000000000001,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.5700000000000001,0.9585062240663901,0.9054085878012403,0.19862890131697636
OS,0.58,0.9875518672199171,0.9706372091134305,0.481869023994227
RDP,0.58,0.8506224066390041,0.5962397617274757,0.047627638462926204
BU,0.58,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.58,0.9543568464730291,0.8963359793532241,0.19718563954537255
OS,0.59,0.991701244813278,0.9803489889106327,0.4914306332311023
RDP,0.59,0.8589211618257261,0.6152690393464175,0.0467255998556738
BU,0.59,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.59,0.9543568464730291,0.8963359793532241,0.19592278549521921
OS,0.6,0.9875518672199171,0.9706372091134305,0.49918816525347287
RDP,0.6,0.8589211618257261,0.6152690393464175,0.046184376691322374
BU,0.6,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.6,0.9543568464730291,0.8963359793532241,0.19429911600216487
OS,0.61,0.991701244813278,0.9803489889106327,0.510193036261952
RDP,0.61,0.8589211618257261,0.6152690393464175,0.04546274580552047
BU,0.61,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.61,0.9543568464730291,0.8963359793532241,0.19375789283781344
OS,0.62,0.995850622406639,0.9901362910817337,0.518852606891575
RDP,0.62,0.8589211618257261,0.6152690393464175,0.04510193036261951
BU,0.62,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.62,0.9543568464730291,0.8963359793532241,0.19177340790185818
OS,0.63,0.991701244813278,0.9803489889106327,0.5285946238499007
RDP,0.63,0.8547717842323651,0.6021789369428854,0.044560707198268074
BU,0.63,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.63,0.950207468879668,0.887330528284245,0.19051055385170482
OS,0.64,0.991701244813278,0.9803489889106327,0.5385170485296771
RDP,0.64,0.8547717842323651,0.6021789369428854,0.04438029947681759
BU,0.64,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.64,0.946058091286307,0.8783914916741062,0.18888688435865056
OS,0.65,0.9875518672199171,0.9706372091134305,0.547898250045102
RDP,0.65,0.8506224066390041,0.5889710062535531,0.04419989175536712
BU,0.65,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.65,0.946058091286307,0.8783914916741062,0.18798484575139815
OS,0.66,0.991701244813278,0.9803489889106327,0.5605267905466353
RDP,0.66,0.8506224066390041,0.5889710062535531,0.04401948403391664
BU,0.66,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.66,0.941908713692946,0.8695181375203032,0.1863611762583438
OS,0.67,0.995850622406639,0.9901362910817337,0.5731553310481688
RDP,0.67,0.8506224066390041,0.5889710062535531,0.043839076312466155
BU,0.67,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.67,0.941908713692946,0.8695181375203032,0.18563954537254188
OS,0.68,0.995850622406639,0.9901362910817337,0.5866859101569546
RDP,0.68,0.8506224066390041,0.5889710062535531,0.043839076312466155
BU,0.68,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.68,0.941908713692946,0.8695181375203032,0.18491791448674003
OS,0.6900000000000001,0.991701244813278,0.9803489889106327,0.5987732274941366
RDP,0.6900000000000001,0.8506224066390041,0.5889710062535531,0.043839076312466155
BU,0.6900000000000001,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.6900000000000001,0.941908713692946,0.8695181375203032,0.1838354681580371
OS,0.7000000000000001,0.991701244813278,0.9801955789300683,0.6110409525527692
RDP,0.7000000000000001,0.8506224066390041,0.5889710062535531,0.043839076312466155
BU,0.7000000000000001,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.7000000000000001,0.941908713692946,0.8695181375203032,0.18293342955078476
OS,0.71,0.991701244813278,0.9801955789300683,0.6227674544470503
RDP,0.71,0.8506224066390041,0.5889710062535531,0.043839076312466155
BU,0.71,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.71,0.9377593360995851,0.8607097445382037,0.18257261410788375
OS,0.72,0.991701244813278,0.9801955789300683,0.6314270250766733
RDP,0.72,0.8506224066390041,0.5889710062535531,0.043658668591015685
BU,0.72,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.72,0.9377593360995851,0.8607097445382037,0.1814901677791809
OS,0.73,0.991701244813278,0.9801955789300683,0.6444163810211077
RDP,0.73,0.8506224066390041,0.5889710062535531,0.043658668591015685
BU,0.73,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.73,0.9377593360995851,0.8607097445382037,0.18112935233627997
OS,0.74,0.995850622406639,0.9901362910817337,0.6575861446869925
RDP,0.74,0.8506224066390041,0.5889710062535531,0.043658668591015685
BU,0.74,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.74,0.9377593360995851,0.8607097445382037,0.1805881291719285
OS,0.75,0.995850622406639,0.9901362910817337,0.6687714234169222
RDP,0.75,0.8506224066390041,0.5889710062535531,0.043658668591015685
BU,0.75,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.75,0.9377593360995851,0.8607097445382037,0.18004690600757708
OS,0.76,0.995850622406639,0.9901362910817337,0.6774309940465452
RDP,0.76,0.8506224066390041,0.5889710062535531,0.043658668591015685
BU,0.76,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.76,0.941908713692946,0.8695181375203032,0.17896445967887423
OS,0.77,0.995850622406639,0.9901362910817337,0.6898791268266281
RDP,0.77,0.8506224066390041,0.5889710062535531,0.043658668591015685
BU,0.77,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.77,0.941908713692946,0.8695181375203032,0.1782428287930723
OS,0.78,0.995850622406639,0.9901362910817337,0.7008839978351074
RDP,0.78,0.8506224066390041,0.5889710062535531,0.043658668591015685
BU,0.78,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.78,0.9377593360995851,0.8607097445382037,0.1775211979072704
OS,0.79,0.995850622406639,0.9901362910817337,0.7117084611221361
RDP,0.79,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.79,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.79,0.9377593360995851,0.8607097445382037,0.17716038246436944
OS,0.8,0.995850622406639,0.9901362910817337,0.7227133321306152
RDP,0.8,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.8,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.8,0.9377593360995851,0.8607097445382037,0.17697997474291896
OS,0.81,0.991701244813278,0.9803489889106327,0.7355222803535991
RDP,0.81,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.81,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.81,0.9377593360995851,0.8607097445382037,0.17679956702146848
OS,0.8200000000000001,0.991701244813278,0.9803489889106327,0.7465271513620784
RDP,0.8200000000000001,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.8200000000000001,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.8200000000000001,0.9377593360995851,0.8607097445382037,0.17643875157856753
OS,0.8300000000000001,0.991701244813278,0.9803489889106327,0.7553671297131517
RDP,0.8300000000000001,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.8300000000000001,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.8300000000000001,0.9377593360995851,0.8607097445382037,0.1755367129713151
OS,0.84,0.995850622406639,0.9901362910817337,0.7679956702146852
RDP,0.84,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.84,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.84,0.9377593360995851,0.8607097445382037,0.17535630524986462
OS,0.85,0.995850622406639,0.9901362910817337,0.7818870647663719
RDP,0.85,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.85,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.85,0.9377593360995851,0.8607097445382037,0.17517589752841417
OS,0.86,0.995850622406639,0.9901362910817337,0.7959588670395092
RDP,0.86,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.86,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.86,0.9377593360995851,0.8607097445382037,0.1749954898069637
OS,0.87,0.995850622406639,0.9901362910817337,0.8089482229839438
RDP,0.87,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.87,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.87,0.9377593360995851,0.8607097445382037,0.1749954898069637
OS,0.88,0.995850622406639,0.9901362910817337,0.8224788020927295
RDP,0.88,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.88,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.88,0.9294605809128631,0.8432850093715335,0.17463467436406277
OS,0.89,0.995850622406639,0.9901362910817337,0.8396175356305249
RDP,0.89,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.89,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.89,0.9253112033195021,0.8346672764692431,0.17445426664261227
OS,0.9,0.995850622406639,0.9901362910817337,0.8520656684106079
RDP,0.9,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.9,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.9,0.9253112033195021,0.8346672764692431,0.17391304347826084
OS,0.91,1.0,1.0,0.8668591015695472
RDP,0.91,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.91,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.91,0.921161825726141,0.8261117229332017,0.17283059714955795
OS,0.92,1.0,1.0,0.8827349810571893
RDP,0.92,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.92,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.92,0.921161825726141,0.8261117229332017,0.17210896626375605
OS,0.93,1.0,1.0,0.9005953454807866
RDP,0.93,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.93,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.93,0.921161825726141,0.8261117229332017,0.1717481508208551
OS,0.9400000000000001,1.0,1.0,0.913584701425221
RDP,0.9400000000000001,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.9400000000000001,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.9400000000000001,0.91701244813278,0.8176176782200696,0.17048529677070176
OS,0.9500000000000001,1.0,1.0,0.9301822117986649
RDP,0.9500000000000001,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.9500000000000001,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.9500000000000001,0.91701244813278,0.8176176782200696,0.17030488904925126
OS,0.96,1.0,1.0,0.941908713692946
RDP,0.96,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.96,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.96,0.91701244813278,0.8176176782200696,0.17012448132780078
OS,0.97,1.0,1.0,0.9590474472307414
RDP,0.97,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.97,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.97,0.91701244813278,0.8176176782200696,0.16958325816344938
OS,0.98,1.0,1.0,0.9747429189969332
RDP,0.98,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.98,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.98,0.91701244813278,0.8176176782200696,0.16958325816344938
OS,0.99,1.0,1.0,0.9884539058271695
RDP,0.99,0.8506224066390041,0.5889710062535531,0.04347826086956521
BU,0.99,0.8838174273858921,0.7500555596710867,0.13043478260869562
VC,0.99,0.91701244813278,0.8176176782200696,0.16958325816344938
